recordeddate,treatment,criterion,demo_sets_attempted,demo_sets_completed,demo_mistakes,sets_attempted,sets_completed,mistakes,gender,race,race_other,age,income,edu,econ,occupation,occupation_other,mouse,targets_achieve_attempt,sets_completed_goal,mistakes_goal,targets_ignore_reason,targets_ignore_reason_other,targets_explanation_help,fix_5,fix_7.5,fix_10,fix_12.5,fix_15,fix_17.5,fix_20,random_5,random_7.5,random_10,random_12.5,random_15,random_17.5,random_20,common_instructions_time,treatment1_instructions_time,treatment2_instructions_time,treatment3_instructions_time,treatment4_instructions_time,sample,race_other_grouped,occupation_other_grouped,completion_prop,completion_rate,mistake_rate,recorded_mistake_rate
2025-04-29T15:29:10Z,3,strict,6,6,4,27,23,5,Female,Asian,Indian,19,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,21,5,Too difficult to achieve target(s),NA,Yes,0,20,20,50,40,50,50,5,5,15,10,15,15,20,19.588,NA,NA,39.521,NA,macro,Asian,NA,0.8518518518518519,4.6,18.51851851851852,18.51851851851852
2025-04-29T15:33:42Z,2,lenient,6,6,0,32,32,0,Male,Asian,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,Yes,Yes but only for accuracy target,40,0,Too difficult to understand/ recall target(s),NA,No,50,100,500,700,800,900,1000,1000,1000,1000,1000,1000,1000,1000,10.883,NA,29.207,NA,NA,macro,NA,NA,1,6.4,0,0
2025-04-29T15:39:28Z,2,strict,4,4,0,24,24,0,Female,Asian,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes for both targets.,45,0,NA,NA,Yes,0,0,0,0,0,500,500,0,0,0,0,400,400,400,7.573,NA,16.707,NA,NA,macro,NA,NA,1,4.8,0,0
2025-04-29T16:29:56Z,2,lenient,7,7,0,36,36,0,Male,Asian,NA,22,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes for both targets.,NA,NA,NA,NA,No,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,2.836,NA,6.336,NA,NA,macro,NA,NA,1,7.2,0,0
2025-04-29T17:23:05Z,4,strict,5,4,1,25,24,2,Male,Black,NA,20,"0 - 24,999",College degree or above,Yes,Student,NA,Yes,Yes but only for accuracy target,20,0,NA,NA,NA,250,500,750,750,1000,1000,1000,500,750,750,1000,1000,1000,1000,35.81,NA,NA,NA,28.069,macro,NA,NA,0.96,4.8,8,8
2025-04-29T17:53:57Z,4,lenient,6,6,0,32,32,0,Male,White,NA,21,"200,000 and over",College degree or above,Yes,Student,NA,Yes,Yes but only for accuracy target,45,0,Too difficult to achieve target(s),NA,NA,100,100,100,150,150,200,500,100,200,200,300,500,550,650,38.983,NA,NA,NA,53.606,macro,NA,NA,1,6.4,0,0
2025-04-29T18:41:59Z,4,lenient,3,3,1,25,22,11,Male,White,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,30,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.327,NA,NA,NA,34.008,macro,NA,NA,0.88,4.4,44,11
2025-04-29T19:57:53Z,1,strict,4,4,0,23,23,1,Female,Hispanic,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,No,NA,NA,0,NA,NA,NA,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1.797,1.692,NA,NA,NA,macro,NA,NA,1,4.6,4.3478260869565215,4.3478260869565215
2025-04-29T20:04:53Z,2,lenient,5,5,0,28,28,0,Male,Mixed,mix asian/white,21,NA,College degree or above,Yes,Student,NA,Yes,Yes for both targets.,35,0,NA,NA,Yes,0,1,1,1,1,2,20,50,25,100,100,70,90,200,21.808,NA,21.516,NA,NA,macro,Mixed,NA,1,5.6,0,0
2025-04-29T20:10:35Z,1,strict,4,4,1,24,24,1,Female,NA,NA,2,NA,College degree or above,Yes,Student,NA,Yes,NA,NA,0,NA,NA,NA,0,0,1000,1000,1000,1000,1000,0,0,0,1000,1000,1000,1000,138.501,1.094,NA,NA,NA,macro,NA,NA,1,4.8,4.166666666666666,4.166666666666666
2025-04-29T20:16:36Z,1,strict,6,6,0,32,32,1,Male,Asian,NA,20,"50,000 - 74,999",College degree or above,Yes,Student,NA,No,NA,36,0,NA,NA,NA,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,3.165,2.231,NA,NA,NA,macro,NA,NA,1,6.4,3.125,3.125
2025-04-29T21:11:40Z,1,strict,5,5,0,30,30,0,Female,Asian,NA,22,"200,000 and over",College degree or above,Yes,Student,NA,No,NA,NA,NA,NA,NA,NA,0,0,0,0,100,100,100,0,0,0,0,0,0,0,22.562,5.274,NA,NA,NA,macro,NA,NA,1,6,0,0
2025-04-29T21:34:12Z,4,lenient,4,4,0,20,20,0,Male,NA,NA,NA,NA,College degree or above,Yes,Student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.009,NA,NA,NA,14.629,macro,NA,NA,1,4,0,0
2025-04-29T21:52:32Z,3,lenient,5,5,0,32,32,2,Male,Hispanic,NA,20,"120,000 - 199,999",College degree or above,Yes,Student,NA,Yes,Yes for both targets.,10,2,NA,NA,Yes,5,20,25,15,20,15,10,14,16,22,20,18,24,25,12.273,NA,NA,12.206,NA,macro,NA,NA,1,6.4,6.25,1.5625
2025-04-29T21:57:18Z,2,lenient,4,4,0,19,19,0,Male,Asian,NA,NA,NA,College degree or above,Yes,Student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45,NA,813.992,NA,NA,macro,NA,NA,1,3.8,0,0
2025-04-30T00:37:55Z,4,lenient,6,6,0,26,26,0,Male,Hispanic,NA,19,NA,College degree or above,Yes,Student,NA,Yes,Yes but only for accuracy target,30,0,Too difficult to achieve target(s),NA,NA,50,100,200,115,150,300,250,NA,NA,NA,NA,NA,NA,NA,27.913,NA,NA,NA,34.725,macro,NA,NA,1,5.2,0,0
2025-04-30T00:44:50Z,3,strict,4,4,0,18,18,1,Female,Hispanic,NA,20,"25,000 - 49,999",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,10,0,Too difficult to achieve target(s),NA,No,20,10,100,15,15,50,20,20,50,15,55,100,10,100,10.11,NA,NA,27.689,NA,macro,NA,NA,1,3.6,5.555555555555555,5.555555555555555
2025-04-30T01:11:32Z,1,strict,4,4,0,20,20,0,Female,Black,NA,20,NA,College degree or above,Yes,Student,NA,Yes,NA,NA,0,NA,NA,NA,20,5,10,50,20,15,100,5,8,10,50,75,80,100,38.342,14.774,NA,NA,NA,macro,NA,NA,1,4,0,0
2025-04-30T01:53:18Z,1,strict,7,7,0,35,35,1,Female,Asian,NA,NA,"75,000 - 119,999",College degree or above,Yes,Student,NA,No,NA,10,0,NA,NA,NA,5,5,5,5,10,8,15,2,3,4,3,5,8,10,10.036,14.698,NA,NA,NA,macro,NA,NA,1,7,2.857142857142857,2.857142857142857
2025-04-30T02:14:17Z,1,strict,3,3,0,16,16,0,Female,White,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,NA,NA,0,NA,NA,NA,0,0,20,16,20,20,20,0,7,4,6,18,20,40,9.516,1.688,NA,NA,NA,macro,NA,NA,1,3.2,0,0
2025-04-30T02:15:22Z,4,lenient,7,7,2,37,37,0,Male,Mixed,mixed,23,NA,College degree or above,Yes,Student,NA,Yes,Yes for both targets.,NA,0,NA,NA,NA,0,0,10,10,20,30,50,0,0,10,15,20,20,20,16.088,NA,NA,NA,40.704,macro,Mixed,NA,1,7.4,0,0
2025-04-30T02:31:41Z,4,lenient,5,5,0,29,29,1,Female,White,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes for both targets.,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,200,500,1.952,NA,NA,NA,6.168,macro,NA,NA,1,5.8,3.4482758620689653,0.8620689655172413
2025-04-30T04:09:54Z,2,lenient,5,5,0,23,23,0,Female,Asian,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes for both targets.,45,0,NA,NA,No,25,35,50,55,60,65,70,20,25,35,40,60,45,70,2.328,NA,39.121,NA,NA,macro,NA,NA,1,4.6,0,0
2025-04-30T04:13:53Z,1,strict,6,6,0,32,32,0,Male,Asian,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,NA,NA,NA,NA,NA,NA,500,600,1000,1000,1000,1000,1000,100,400,500,600,800,1000,1000,34.815,2.819,NA,NA,NA,macro,NA,NA,1,6.4,0,0
2025-04-30T16:48:14Z,1,strict,5,5,3,26,26,2,Male,White,NA,21,"0 - 24,999",College degree or above,Yes,Student,NA,Yes,NA,NA,NA,NA,NA,NA,600,700,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,NA,NA,76.693,11.074,NA,NA,NA,macro,NA,NA,1,5.2,7.6923076923076925,7.6923076923076925
2025-04-30T17:05:05Z,2,strict,3,3,0,27,27,1,Male,Hispanic,NA,21,"50,000 - 74,999",College degree or above,Yes,Student,NA,Yes,Yes for both targets.,45,4,NA,NA,Yes,50,100,100,175,250,200,300,150,150,100,150,200,300,250,236.6,NA,89.578,NA,NA,macro,NA,NA,1,5.4,3.7037037037037033,3.7037037037037033
2025-04-30T18:11:15Z,3,strict,5,5,0,25,25,0,Male,Asian,NA,20,"120,000 - 199,999",College degree or above,Yes,Student,NA,No,Yes for both targets.,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.073,NA,NA,13.266,NA,macro,NA,NA,1,5,0,0
2025-04-30T18:43:22Z,3,strict,3,3,0,27,27,0,Male,White,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,NA,0,Too difficult to achieve target(s),NA,No,0,0,0,0,0,0,0,0,0,0,0,0,0,50,28.289,NA,NA,51.114,NA,macro,NA,NA,1,5.4,0,0
2025-04-30T19:13:35Z,4,lenient,3,3,0,23,23,0,Male,White,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes for both targets.,20,0,NA,NA,NA,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,21.783,NA,NA,NA,2.583,macro,NA,NA,1,4.6,0,0
2025-04-30T19:17:22Z,3,strict,4,4,1,19,19,2,Male,White,NA,20,"120,000 - 199,999",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,20,2,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,3,4,10,13,12,6,20,41.563,NA,NA,48.702,NA,macro,NA,NA,1,3.8,10.526315789473683,10.526315789473683
2025-04-30T20:26:04Z,2,strict,4,4,0,19,19,0,Female,Asian,NA,20,"0 - 24,999",College degree or above,Yes,Student,NA,Yes,Yes for both targets.,2,0,NA,NA,Yes,12,22,1,3,3,2,2,1,2,2,3,3,1,1,3.965,NA,7.868,NA,NA,macro,NA,NA,1,3.8,0,0
2025-04-30T21:34:43Z,1,strict,4,4,0,20,20,0,Male,NA,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,NA,NA,NA,NA,NA,NA,0,0,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,21.071,1.601,NA,NA,NA,macro,NA,NA,1,4,0,0
2025-04-30T22:36:26Z,3,lenient,4,4,0,30,30,1,Female,Asian,NA,21,"200,000 and over",College degree or above,Yes,Student,NA,Yes,Yes but only for accuracy target,45,1,Too difficult to achieve target(s),NA,Yes,100,100,50,100,100,25,50,25,25,25,25,25,25,25,4.595,NA,NA,9.522,NA,macro,NA,NA,1,6,3.3333333333333335,0.8333333333333334
2025-05-01T01:07:42Z,4,lenient,4,4,1,23,23,0,Female,White,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes for both targets.,NA,0,NA,NA,NA,100,300,200,400,600,800,1000,100,200,400,500,700,800,1000,118.897,NA,NA,NA,75.981,macro,NA,NA,1,4.6,0,0
2025-05-01T13:29:19Z,2,strict,6,6,1,32,32,0,Male,White,NA,22,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,45,0,Too difficult to achieve target(s),NA,No,500,1000,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,NA,NA,19.755,NA,35.506,NA,NA,macro,NA,NA,1,6.4,0,0
2025-05-01T14:46:43Z,1,strict,5,5,1,25,25,0,Female,Asian,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,No,NA,NA,0,NA,NA,NA,10,20,20,100,150,150,200,20,20,25,25,30,40,100,9.989,2.144,NA,NA,NA,macro,NA,NA,1,5,0,0
2025-05-01T15:35:42Z,2,lenient,6,3,6,39,37,38,Female,Asian,NA,20,"50,000 - 74,999",College degree or above,Yes,Student,NA,No,No for both targets,NA,NA,Too difficult to understand/ recall target(s),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.953,NA,9.504,NA,NA,macro,NA,NA,0.9487179487179487,7.4,97.43589743589743,24.358974358974358
2025-05-01T15:57:34Z,3,strict,7,7,2,31,31,4,Male,White,NA,24,"200,000 and over",College degree or above,Yes,Student,NA,Yes,No for both targets,45,0,Did not care about target(s),NA,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,NA,NA,46.887,NA,macro,NA,NA,1,6.2,12.903225806451612,12.903225806451612
2025-05-01T16:26:04Z,2,lenient,5,5,2,39,39,3,Male,White,NA,22,"200,000 and over",College degree or above,Yes,Student,NA,Yes,Yes but only for accuracy target,40,3,Too difficult to achieve target(s),NA,No,100,100,500,500,500,1000,1000,100,100,500,500,500,1000,1000,15.035,NA,58.233,NA,NA,macro,NA,NA,1,7.8,7.6923076923076925,1.9230769230769231
2025-05-01T16:39:36Z,4,strict,4,4,0,26,26,0,NA,NA,NA,NA,NA,College degree or above,Yes,Student,NA,No,Yes for both targets.,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.324,NA,NA,NA,16.761,macro,NA,NA,1,5.2,0,0
2025-05-01T17:09:39Z,2,strict,5,5,0,30,30,0,Female,Asian,NA,21,NA,College degree or above,Yes,Student,NA,No,Yes for both targets.,NA,0,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.572,NA,38.095,NA,NA,macro,NA,NA,1,6,0,0
2025-05-01T17:14:26Z,4,lenient,5,5,0,33,33,1,Male,White,NA,20,"75,000 - 119,999",College degree or above,Yes,Student,NA,No,Yes for both targets.,45,0,NA,NA,NA,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,39.997,NA,NA,NA,52.538,macro,NA,NA,1,6.6,3.0303030303030303,0.7575757575757576
2025-05-01T17:22:07Z,3,lenient,9,9,9,36,36,36,Male,NA,NA,20,"75,000 - 119,999",College degree or above,Yes,Student,NA,No,Yes for both targets.,NA,NA,NA,NA,No,0,0,20,15,30,40,50,0,0,0,20,50,100,150,1.71,NA,NA,4.066,NA,macro,NA,NA,1,7.2,100,25
2025-05-01T18:55:45Z,1,strict,6,6,0,31,31,0,Male,Asian,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,No,NA,30,1,NA,NA,NA,0,0,100,100,150,200,1000,0,0,0,0,100,200,200,40.116,12.93,NA,NA,NA,macro,NA,NA,1,6.2,0,0
2025-05-01T19:47:26Z,1,strict,4,4,0,24,24,1,Female,Asian,NA,22,"0 - 24,999",College degree or above,Yes,Student,NA,No,NA,NA,0,NA,NA,NA,550,575,600,625,650,675,700,550,675,600,625,650,675,700,4.951,6.335,NA,NA,NA,macro,NA,NA,1,4.8,4.166666666666666,4.166666666666666
2025-05-01T19:48:03Z,3,strict,4,4,2,20,20,3,Female,Asian,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,45,3,Too difficult to achieve target(s),NA,No,0,0,0,0,4,3,0,5,6,4,20,9,20,5,6.276,NA,NA,32.117,NA,macro,NA,NA,1,4,15,15
2025-05-01T19:49:18Z,3,strict,8,8,8,41,40,40,Male,White,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes for both targets.,45,0,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.795,NA,NA,30.612,NA,macro,NA,NA,0.975609756097561,8,97.5609756097561,97.5609756097561
2025-05-01T19:58:40Z,1,strict,5,5,1,23,23,0,Male,Asian,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,No,NA,25,0,NA,NA,NA,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,7.974,2.449,NA,NA,NA,macro,NA,NA,1,4.6,0,0
2025-05-01T23:52:11Z,4,lenient,5,5,0,31,31,0,Male,Asian,NA,19,"0 - 24,999",College degree or above,Yes,Student,NA,Yes,Yes but only for accuracy target,NA,NA,Did not care about target(s),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.618,NA,NA,NA,22.323,macro,NA,NA,1,6.2,0,0
2025-05-01T23:54:54Z,3,strict,5,5,1,25,25,0,Male,Asian,NA,20,"120,000 - 199,999",College degree or above,Yes,Student,NA,Yes,Yes but only for accuracy target,NA,0,Too difficult to achieve target(s),NA,No,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.893,NA,NA,13.52,NA,macro,NA,NA,1,5,0,0
2025-05-02T01:09:24Z,1,strict,4,4,0,23,23,0,Female,Asian,NA,20,"50,000 - 74,999",College degree or above,Yes,Student,NA,Yes,NA,25,0,NA,NA,NA,0,0,0,0,5,0,5,0,0,5,5,10,5,10,4.94,0.996,NA,NA,NA,macro,NA,NA,1,4.6,0,0
2025-05-02T15:51:32Z,4,lenient,4,4,0,27,27,0,Male,Hispanic,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes for both targets.,NA,0,NA,NA,NA,0,0,0,400,500,700,600,0,0,500,500,600,0,800,7.386,NA,NA,NA,13.462,macro,NA,NA,1,5.4,0,0
2025-05-03T16:09:25Z,2,strict,5,5,1,29,27,3,Male,White,NA,19,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes for both targets.,45,4,NA,NA,No,0,0,50,50,1000,1000,1000,0,0,50,0,0,0,100,661.996,NA,77.374,NA,NA,macro,NA,NA,0.9310344827586207,5.4,10.344827586206897,10.344827586206897
2025-05-03T21:15:00Z,1,strict,6,6,0,29,29,1,Female,Black,NA,18,"200,000 and over",College degree or above,Yes,Student,NA,Yes,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,50,0,0,0,5,10,10,20,8.064,4.674,NA,NA,NA,macro,NA,NA,1,5.8,3.4482758620689653,3.4482758620689653
2025-05-03T22:01:42Z,2,lenient,8,8,0,36,36,0,Male,Asian,NA,22,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes for both targets.,NA,NA,NA,NA,Yes,1000,1000,1000,1000,1000,1000,1000,1000,800,1000,1000,800,1000,1000,3.341,NA,19.93,NA,NA,macro,NA,NA,1,7.2,0,0
2025-05-03T22:27:15Z,1,strict,7,7,0,35,35,1,Male,Asian,NA,20,NA,College degree or above,Yes,Student,NA,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.645,2.99,NA,NA,NA,macro,NA,NA,1,7,2.857142857142857,2.857142857142857
2025-05-04T04:03:04Z,4,lenient,6,6,0,34,32,2,Male,White,NA,NA,"200,000 and over",College degree or above,Yes,Student,NA,Yes,No for both targets,NA,2,Did not care about target(s),NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,28.758,NA,NA,NA,36.196,macro,NA,NA,0.9411764705882353,6.4,5.88235294117647,1.4705882352941175
2025-05-04T14:55:09Z,2,lenient,4,4,0,19,19,0,Female,Hispanic,NA,20,"120,000 - 199,999",College degree or above,Yes,Student,NA,No,Yes for both targets.,45,0,NA,NA,No,100,500,1000,1000,1000,1000,1000,100,110,120,130,140,150,1000,50.103,NA,59.535,NA,NA,macro,NA,NA,1,3.8,0,0
2025-05-04T17:55:27Z,1,strict,4,4,0,16,16,0,Female,Asian,NA,20,"75,000 - 119,999",College degree or above,Yes,Student,NA,No,NA,10,0,NA,NA,NA,75,75,75,75,100,100,100,75,100,100,100,100,75,100,2.367,3.225,NA,NA,NA,macro,NA,NA,1,3.2,0,0
2025-05-04T18:33:57Z,4,lenient,5,5,0,27,27,1,Male,Asian,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.748,NA,NA,NA,35.69,macro,NA,NA,1,5.4,3.7037037037037033,0.9259259259259258
2025-05-04T19:40:09Z,3,strict,5,5,0,24,24,1,Female,Asian,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,45,2,Too difficult to achieve target(s),NA,Yes,50,100,100,400,500,500,750,50,100,200,250,300,400,500,21.131,NA,NA,23.683,NA,macro,NA,NA,1,4.8,4.166666666666666,4.166666666666666
2025-05-04T21:01:18Z,2,lenient,7,7,0,31,31,0,Female,Asian,NA,21,"75,000 - 119,999",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,45,0,Too difficult to achieve target(s),NA,No,200,200,300,300,400,400,500,200,200,300,400,400,500,500,38.378,NA,103.399,NA,NA,macro,NA,NA,1,6.2,0,0
2025-05-04T21:05:51Z,4,lenient,4,4,0,24,24,1,Male,Mixed,Afro-Latino,21,"25,000 - 49,999",College degree or above,Yes,Student,NA,No,Yes for both targets.,30,0,NA,NA,NA,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,500,1000,9.281,NA,NA,NA,13.644,macro,Mixed,NA,1,4.8,4.166666666666666,1.0416666666666665
2025-05-04T21:32:30Z,2,strict,5,5,0,29,29,0,Male,White,NA,20,"75,000 - 119,999",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,20,0,Too difficult to achieve target(s),NA,Yes,0,0,0,0,0,10000,1000,0,0,0,0,0,0,0,23.832,NA,75.738,NA,NA,macro,NA,NA,1,5.8,0,0
2025-05-04T22:20:47Z,2,lenient,4,4,0,21,21,0,Male,Black,NA,21,"25,000 - 49,999",College degree or above,Yes,Student,NA,Yes,Yes but only for accuracy target,23,0,NA,NA,Yes,25,50,100,125,200,150,175,25,100,250,150,500,800,300,5.078,NA,31.898,NA,NA,macro,NA,NA,1,4.2,0,0
2025-05-04T22:31:34Z,3,lenient,4,4,0,20,20,1,Female,White,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes for both targets.,30,3,NA,NA,No,0,0,0,5,3,5,4,4,5,10,12,13,20,30,14.958,NA,NA,49.464,NA,macro,NA,NA,1,4,5,1.25
2025-05-04T22:59:35Z,1,strict,5,5,0,14,14,0,Male,Asian,NA,19,"0 - 24,999",College degree or above,Yes,Student,NA,No,NA,14,0,NA,NA,NA,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,10.478,3.751,NA,NA,NA,macro,NA,NA,1,2.8,0,0
2025-05-04T23:48:26Z,4,lenient,5,5,0,17,17,0,Female,Mixed,central asian and south asian,19,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,12.5,0,Did not care about target(s),NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.396,NA,NA,NA,32.471,macro,Mixed,NA,1,3.4,0,0
2025-05-05T01:13:21Z,1,strict,3,3,3,17,17,1,Female,White,NA,21,"200,000 and over",College degree or above,Yes,Student,NA,No,NA,15,1,NA,NA,NA,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,20.578,3.472,NA,NA,NA,macro,NA,NA,1,3.4,5.88235294117647,5.88235294117647
2025-05-05T02:04:27Z,3,strict,5,5,0,28,28,0,Male,White,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes for both targets.,35,3,NA,NA,Yes,0,0,100,100,100,100,100,0,0,100,100,100,100,1000,12.707,NA,NA,27.509,NA,macro,NA,NA,1,5.6,0,0
2025-05-05T02:25:43Z,4,strict,4,4,0,27,27,0,Female,White,NA,21,"25,000 - 49,999",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,40,1,Too difficult to understand/ recall target(s),NA,NA,100,50,50,75,1000,75,50,100,100,100,1000,100,1000,1000,12.05,NA,NA,NA,13.026,macro,NA,NA,1,5.4,0,0
2025-05-05T05:06:07Z,2,lenient,4,4,0,22,22,2,Female,Asian,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,30,4,Too difficult to achieve target(s),NA,No,50,50,25,100,100,100,100,20,20,30,20,30,30,50,34.286,NA,55.29,NA,NA,macro,NA,NA,1,4.4,9.090909090909092,2.272727272727273
2025-05-05T14:29:26Z,2,strict,6,5,2,30,30,3,Male,White,NA,20,"120,000 - 199,999",College degree or above,Yes,Student,NA,No,Yes for both targets.,45,3,NA,NA,No,500,200,200,550,600,750,1000,100,200,500,250,500,600,700,44.157,NA,42.876,NA,NA,macro,NA,NA,1,6,10,10
2025-05-05T15:13:08Z,1,strict,4,4,0,26,26,0,Female,White,NA,20,"120,000 - 199,999",College degree or above,Yes,Student,NA,No,NA,NA,NA,NA,NA,NA,100,250,500,700,800,800,1000,5,10,12,12,20,15,20,32.948,7.441,NA,NA,NA,macro,NA,NA,1,5.2,0,0
2025-05-05T15:57:25Z,3,strict,6,6,0,26,26,2,Female,Asian,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes for both targets.,45,5,NA,NA,Yes,0,200,500,1000,1000,1000,1000,200,500,1000,100,1000,1000,1000,1.755,NA,NA,64.241,NA,macro,NA,NA,1,5.2,7.6923076923076925,7.6923076923076925
2025-05-05T16:30:31Z,4,lenient,4,4,0,25,24,1,Female,White,NA,20,"200,000 and over",College degree or above,Yes,Student,NA,No,Yes but only for accuracy target,30,1,Too difficult to achieve target(s),NA,NA,5,5,10,12,10,20,20,0,0,15,5,20,30,30,18.869,NA,NA,NA,33.531,macro,NA,NA,0.96,4.8,4,1
2025-05-05T16:43:24Z,1,strict,6,6,0,18,18,0,Female,White,NA,21,NA,College degree or above,Yes,Student,NA,Yes,NA,17.5,0,NA,NA,NA,100,200,400,500,600,700,900,100,200,300,400,600,800,1000,19.759,3.016,NA,NA,NA,macro,NA,NA,1,3.6,0,0
2025-05-05T18:17:56Z,4,lenient,6,6,0,30,30,0,Female,Hispanic,Latina,20,NA,College degree or above,Yes,Student,NA,No,Yes for both targets.,NA,NA,NA,NA,NA,40,50,60,70,80,90,100,10,30,40,20,50,100,100,25.454,NA,NA,NA,49.004,macro,Hispanic,NA,1,6,0,0
2025-05-05T18:33:07Z,1,strict,5,5,0,28,28,1,Female,Mixed,multiracial,20,"200,000 and over",College degree or above,Yes,Student,NA,Yes,NA,NA,0,NA,NA,NA,0,0,100,100,100,100,100,0,50,0,0,20,100,150,16.707,11.114,NA,NA,NA,macro,Mixed,NA,1,5.6,3.571428571428571,3.571428571428571
2025-05-05T19:00:20Z,3,lenient,5,5,0,26,26,0,Female,Black,NA,20,NA,College degree or above,Yes,Student,NA,No,Yes for both targets.,45,0,NA,NA,No,100,500,600,700,800,900,1000,100,300,600,700,800,900,1000,27.693,NA,NA,68.579,NA,macro,NA,NA,1,5.2,0,0
