RecordedDate,Finished,treatment,criterion,demo_sets_attempted,demo_sets_completed,demo_mistakes,sets_attempted,sets_completed,mistakes,Q5.1,Q5.2,Q5.2_7_TEXT,Q5.3,Q5.4,Q5.7,Q5.8,Q5.9,Q5.10,Q5.11,Q5.11_4_TEXT,Q5.12,Q6.1_1,Q6.1_3,Q6.1_4,Q6.1_5,Q6.1_6,Q6.1_2,Q6.1_7,Q7.1_1,Q7.1_3,Q7.1_4,Q7.1_5,Q7.1_6,Q7.1_2,Q7.1_9,Q2.1_Page Submit,Q262_Page Submit,Q21.1_Page Submit,Q22.1_Page Submit,Q23.1_Page Submit
2025-04-29 19:37:55,True,4,lenient,6,6,0,26,26,0,Male,Hispanic,,2006,,Yes,Yes but only for accuracy target,30,0,Too difficult to achieve target(s),,,50,100,200,115,150,300,250,,,,,,,,27.913,,,,34.725
2025-04-29 19:44:50,True,3,strict,4,4,0,18,18,1,Female,Hispanic,,2005,"25,000 - 49,999",No,Yes but only for accuracy target,10,0,Too difficult to achieve target(s),,No,20,10,100,15,15,50,20,20,50,15,55,100,10,100,10.11,,,27.689,
2025-04-29 20:11:32,True,1,strict,4,4,0,20,20,0,Female,Black,,2005,,Yes,,I didn't have a set goal,0,,,,20,5,10,50,20,15,100,5,8,10,50,75,80,100,38.342,14.774,,,
2025-04-29 20:53:18,True,1,strict,7,7,0,35,35,1,Female,Asian,,,"75,000 - 119,999",No,,10,0,,,,5,5,5,5,10,8,15,2,3,4,3,5,8,10,10.036,14.698,,,
2025-04-29 21:14:17,True,1,strict,3,3,0,16,16,0,Female,White,,2005,"200,000 and over",No,,All,0,,,,0,0,20,16,20,20,20,0,7,4,6,18,20,40,9.516,1.688,,,
2025-04-29 21:15:22,True,4,lenient,7,7,2,37,37,0,Male,Other,mixed,2002,,Yes,Yes for both targets.,Not sure,0,,,,0,0,10,10,20,30,50,0,0,10,15,20,20,20,16.088,,,,40.704
2025-04-29 21:31:41,True,4,lenient,5,5,0,29,29,1,Female,White,,2005,"200,000 and over",No,Yes for both targets.,as many as possible,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,200,500,1.952,,,,6.168
2025-04-29 23:09:54,True,2,lenient,5,5,0,23,23,0,Female,Asian,,2005,"200,000 and over",No,Yes for both targets.,"I tried to go as fast as I could, aiming for 45 like it said to but did not reach.","I tried to be as accurate as possible, so 0 mistakes.",,,No,25,35,50,55,60,65,70,20,25,35,40,60,45,70,2.328,,39.121,,
2025-04-29 23:13:53,True,1,strict,6,6,0,32,32,0,Male,Asian,,2005,"200,000 and over",No,,As many as possible,None,,,,500,600,1000,1000,1000,1000,1000,100,400,500,600,800,1000,1000,34.815,2.819,,,
2025-04-30 11:48:14,True,1,strict,5,5,3,26,26,2,Male,White,,2004,"0 - 24,999",Yes,,As many as possible.,I aimed to get the exact number for every slider.,,,,600,700,1000,1000,1000,1000,1000,,,,,,,,76.693,11.074,,,
2025-04-30 12:05:05,True,2,strict,3,3,0,27,27,1,Male,Hispanic,,2004,"50,000 - 74,999",Yes,Yes for both targets.,45,At most 4,,,Yes,50,100,100,175,250,200,300,150,150,100,150,200,300,250,236.6,,89.578,,
2025-04-30 13:11:15,True,3,strict,5,5,0,25,25,0,Male,Asian,,2005,"120,000 - 199,999",No,Yes for both targets.,,,,,Yes,,,,,,,,,,,,,,,2.073,,,13.266,
2025-04-30 13:43:22,True,3,strict,3,3,0,27,27,0,Male,White,,2006,"200,000 and over",No,Yes but only for accuracy target,All,0,Too difficult to achieve target(s),,No,0,0,0,0,0,0,0,0,0,0,0,0,0,50,28.289,,,51.114,
2025-04-30 14:13:35,True,4,lenient,3,3,0,23,23,0,Male,White,,2005,"200,000 and over",No,Yes for both targets.,20,0,,,,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,21.783,,,,2.583
2025-04-30 14:17:22,True,3,strict,4,4,1,19,19,2,Male,White,,2005,"120,000 - 199,999",No,Yes but only for accuracy target,20,2,"Too difficult to achieve target(s),Too difficult to understand/ recall target(s)",,No,,,,,,,,3,4,10,13,12,6,20,41.563,,,48.702,
2025-04-30 15:26:04,True,2,strict,4,4,0,19,19,0,Female,Asian,,2005,"0 - 24,999",Yes,Yes for both targets.,2,0,,,Yes,12,22,1,3,3,2,2,1,2,2,3,3,1,1,3.965,,7.868,,
2025-04-30 16:34:43,True,1,strict,4,4,0,20,20,0,Male,,,2005,"200,000 and over",No,,,,,,,0,0,1000,1000,1000,1000,1000,0,1000,1000,1000,1000,1000,1000,21.071,1.601,,,
2025-04-30 17:36:26,True,3,lenient,4,4,0,30,30,1,Female,Asian,,2004,"200,000 and over",Yes,Yes but only for accuracy target,45,1,Too difficult to achieve target(s),,Yes,100,100,50,100,100,25,50,25,25,25,25,25,25,25,4.595,,,9.522,
2025-04-30 20:07:42,True,4,lenient,4,4,1,23,23,0,Female,White,,2005,"200,000 and over",No,Yes for both targets.,As many as possible,0 mistakes,,,,100,300,200,400,600,800,1000,100,200,400,500,700,800,1000,118.897,,,,75.981
2025-05-01 08:29:19,True,2,strict,6,6,1,32,32,0,Male,White,,2003,"200,000 and over",No,Yes but only for accuracy target,45,0,Too difficult to achieve target(s),,No,500,1000,1000,1000,1000,1000,1000,,,,,,,,19.755,,35.506,,
2025-05-01 09:46:43,True,1,strict,5,5,1,25,25,0,Female,Asian,,2006,"200,000 and over",No,,Did not have a goal in mind,0 mistakes,,,,10,20,20,100,150,150,200,20,20,25,25,30,40,100,9.989,2.144,,,
2025-05-01 10:35:42,True,2,lenient,6,3,6,39,37,38,Female,Asian,,2005,"50,000 - 74,999",No,No for both targets,,,Too difficult to understand/ recall target(s),,,,,,,,,,,,,,,,,4.953,,9.504,,
2025-05-01 10:57:34,True,3,strict,7,7,2,31,31,4,Male,White,,2001,"200,000 and over",Yes,No for both targets,45,0,Did not care about target(s),,No,0,0,0,0,0,0,0,0,0,0," 0",0,0,0,2.04,,,46.887,
2025-05-01 11:26:04,True,2,lenient,5,5,2,39,39,3,Male,White,,2003,"200,000 and over",Yes,Yes but only for accuracy target,40,3,Too difficult to achieve target(s),,No,100,100,500,500,500,1000,1000,100,100,500,500,500,1000,1000,15.035,,58.233,,
2025-05-01 11:39:36,True,4,strict,4,4,0,26,26,0,,,,,,No,Yes for both targets.,30,0,,,,,,,,,,,,,,,,,,33.324,,,,16.761
2025-05-01 12:09:39,True,2,strict,5,5,0,30,30,0,Female,Asian,,2004,,No,Yes for both targets.,all,0,,,No,,,,,,,,,,,,,,,36.572,,38.095,,
2025-05-01 12:14:26,True,4,lenient,5,5,0,33,33,1,Male,White,,2005,"75,000 - 119,999",No,Yes for both targets.,45,0,,,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,39.997,,,,52.538
2025-05-01 12:22:07,True,3,lenient,9,9,9,36,36,36,Male,Other,,2005,"75,000 - 119,999",No,Yes for both targets.,,,,,No,0,0,20,15,30,40,50,0,0,0,20,50,100,150,1.71,,,4.066,
2025-05-01 13:55:45,True,1,strict,6,6,0,31,31,0,Male,Asian,,2006,"200,000 and over",No,,30,1,,,,0,0,100,100,150,200,1000,0,0,0,0,100,200,200,40.116,12.93,,,
2025-05-01 14:47:26,True,1,strict,4,4,0,24,24,1,Female,Asian,,2003,"0 - 24,999",No,,did not have an aim in mind,0,,,,550,575,600,625,650,675,700,550,675,600,625,650,675,700,4.951,6.335,,,
2025-05-01 14:48:03,True,3,strict,4,4,2,20,20,3,Female,Asian,,2006,"200,000 and over",No,Yes but only for accuracy target,45,3,Too difficult to achieve target(s),,No,0,0,0,0,4,3,0,5,6,4,20,9,20,5,6.276,,,32.117,
2025-05-01 14:49:18,True,3,strict,8,8,8,41,40,40,Male,White,,2005,"200,000 and over",No,Yes for both targets.,45,0,,,Yes,,,,,,,,,,,,,,,17.795,,,30.612,
2025-05-01 14:58:40,True,1,strict,5,5,1,23,23,0,Male,Asian,,2006,"200,000 and over",No,,25,0,,,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,7.974,2.449,,,
2025-05-01 18:52:11,True,4,lenient,5,5,0,31,31,0,Male,Asian,,2006,"0 - 24,999",Yes,Yes but only for accuracy target,,,Did not care about target(s),,,,,,,,,,,,,,,,,6.618,,,,22.323
2025-05-01 18:54:54,True,3,strict,5,5,1,25,25,0,Male,Asian,,2005,"120,000 - 199,999",Yes,Yes but only for accuracy target,As fast as possible,0,Too difficult to achieve target(s),,No,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1.893,,,13.52,
2025-05-01 20:09:24,True,1,strict,4,4,0,23,23,0,Female,Asian,,2005,"50,000 - 74,999",Yes,,25,0,,,,0,0,0,0,5,0,5,0,0,5,5,10,5,10,4.94,0.996,,,
2025-05-02 10:51:32,True,4,lenient,4,4,0,27,27,0,Male,Hispanic,,2006,"200,000 and over",No,Yes for both targets.,As much as possible,0,,,,0,0,0,400,500,700,600,0,0,500,500,600,0,800,7.386,,,,13.462
2025-05-02 15:34:58,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02 15:38:21,False,,,7,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.225,,,,
2025-05-02 15:39:24,False,3,strict,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.546,,,22.651,
2025-05-02 16:00:07,False,2,strict,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.043,,,,
2025-05-02 16:26:18,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02 17:08:12,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02 20:02:52,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-02 21:46:46,False,3,strict,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22056.506,,,2.299,
2025-05-03 00:50:26,False,2,lenient,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.907,,38.26,,
2025-05-03 10:43:12,False,2,strict,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.085,,4.024,,
2025-05-03 11:09:25,True,2,strict,5,5,1,29,27,3,Male,White,,2006,"200,000 and over",No,Yes for both targets.,45,4,,,No,0,0,50,50,1000,1000,1000,0,0,50,0,0,0,100,661.996,,77.374,,
2025-05-03 12:53:28,False,3,lenient,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.765,,,,
2025-05-03 14:27:18,False,3,strict,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.212,,,,
2025-05-03 16:15:00,True,1,strict,6,6,0,29,29,1,Female,Black,,2007,"200,000 and over",Yes,,No goal,0,,,,0,0,0,0,0,0,50,0,0,0,5,10,10,20,8.064,4.674,,,
2025-05-03 17:01:42,True,2,lenient,8,8,0,36,36,0,Male,Asian,,2003,"200,000 and over",No,Yes for both targets.,All of them.,None.,,,Yes,1000,1000,1000,1000,1000,1000,1000,1000,800,1000,1000,800,1000,1000,3.341,,19.93,,
2025-05-03 17:27:15,True,1,strict,7,7,0,35,35,1,Male,Asian,,2005,,No,,,0,,,,,,,,,,,,,,,,,,24.645,2.99,,,
2025-05-03 18:13:45,False,3,lenient,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.807,,,65.177,
2025-05-03 22:20:00,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-03 23:03:04,True,4,lenient,6,6,0,34,32,2,Male,White,,,"200,000 and over",Yes,No for both targets,I just clicked on them i wasn't really paying attention to how well I was doing.,The only mistake i made was accidentally clicking 2 of them to 100 when i clicked over to my spotify tab.,Did not care about target(s),,,0,0,0,0,0,0,0,,,,,,,This one but not for any length of time this was mind numbing.,28.758,,,,36.196
2025-05-04 09:55:09,True,2,lenient,4,4,0,19,19,0,Female,Hispanic,,2005,"120,000 - 199,999",No,Yes for both targets.,45,0,,,No,100,500,1000,1000,1000,1000,1000,100,110,120,130,140,150,1000,50.103,,59.535,,
2025-05-04 12:55:27,True,1,strict,4,4,0,16,16,0,Female,Asian,,2005,"75,000 - 119,999",No,,10,0,,,,75,75,75,75,100,100,100,75,100,100,100,100,75,100,2.367,3.225,,,
2025-05-04 13:33:57,True,4,lenient,5,5,0,27,27,1,Male,Asian,,2005,"200,000 and over",No,Yes but only for accuracy target,all of them,0,,,,,,,,,,,,,,,,,,41.748,,,,35.69
2025-05-04 14:40:09,True,3,strict,5,5,0,24,24,1,Female,Asian,,2005,"200,000 and over",No,Yes but only for accuracy target,45,2,Too difficult to achieve target(s),,Yes,50,100,100,400,500,500,750,50,100,200,250,300,400,500,21.131,,,23.683,
2025-05-04 16:01:18,True,2,lenient,7,7,0,31,31,0,Female,Asian,,2004,"75,000 - 119,999",No,Yes but only for accuracy target,45,0,Too difficult to achieve target(s),,No,200,200,300,300,400,400,500,200,200,300,400,400,500,500,38.378,,103.399,,
2025-05-04 16:05:51,True,4,lenient,4,4,0,24,24,1,Male,Other,Afro-Latino,2004,"25,000 - 49,999",No,Yes for both targets.,30,0,,,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,500,1000,9.281,,,,13.644
2025-05-04 16:16:07,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04 16:32:30,True,2,strict,5,5,0,29,29,0,Male,White,,2005,"75,000 - 119,999",No,Yes but only for accuracy target,20,0,Too difficult to achieve target(s),,Yes,0,0,0,0,0,10000,1000,0,0,0,0,0,0,0,23.832,,75.738,,
2025-05-04 17:20:47,True,2,lenient,4,4,0,21,21,0,Male,Black,,2004,"25,000 - 49,999",Yes,Yes but only for accuracy target,23,0,"Too difficult to achieve target(s),Too difficult to understand/ recall target(s)",,Yes,25,50,100,125,200,150,175,25,100,250,150,500,800,300,5.078,,31.898,,
2025-05-04 17:31:34,True,3,lenient,4,4,0,20,20,1,Female,White,,2005,"200,000 and over",No,Yes for both targets.,30,under 3,,,No,0,0,0,5,3,5,4,4,5,10,12,13,20,30,14.958,,,49.464,
2025-05-04 17:59:35,True,1,strict,5,5,0,14,14,0,Male,Asian,,2006,"0 - 24,999",No,,14,0,,,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,10.478,3.751,,,
2025-05-04 18:02:53,False,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.567,,,,
2025-05-04 18:48:26,True,4,lenient,5,5,0,17,17,0,Female,Other,central asian and south asian,2006,"200,000 and over",No,Yes but only for accuracy target,10-15,0,Did not care about target(s),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.396,,,,32.471
2025-05-04 20:13:21,True,1,strict,3,3,3,17,17,1,Female,White,,2004,"200,000 and over",No,,15,1,,,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,20.578,3.472,,,
2025-05-04 21:04:27,True,3,strict,5,5,0,28,28,0,Male,White,,2005,"200,000 and over",No,Yes for both targets.,35,3,,,Yes,0,0,100,100,100,100,100,0,0,100,100,100,100,1000,12.707,,,27.509,
2025-05-04 21:25:43,True,4,strict,4,4,0,27,27,0,Female,White,,2004,"25,000 - 49,999",No,Yes but only for accuracy target,40,1,Too difficult to understand/ recall target(s),,,100,50,50,75,1000,75,50,100,100,100,1000,100,1000,1000,12.05,,,,13.026
2025-05-05 00:06:07,True,2,lenient,4,4,0,22,22,2,Female,Asian,,2005,"200,000 and over",No,Yes but only for accuracy target,30,4,Too difficult to achieve target(s),,No,50,50,25,100,100,100,100,20,20,30,20,30,30,50,34.286,,55.29,,
2025-05-05 07:33:37,False,,,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.564,,,,
2025-05-05 09:29:26,True,2,strict,6,5,2,30,30,3,Male,White,,2005,"120,000 - 199,999",No,Yes for both targets.,45,3,,,No,500,200,200,550,600,750,1000,100,200,500,250,500,600,700,44.157,,42.876,,
2025-05-05 10:13:08,True,1,strict,4,4,0,26,26,0,Female,White,,2005,"120,000 - 199,999",No,,I honestly didn't have a number in mind.,Zero.,,,,100,250,500,700,800,800,1000,5,10,12,12,20,15,20,32.948,7.441,,,
2025-05-05 10:42:02,False,2,lenient,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.851,,17.056,,
2025-05-05 10:57:25,True,3,strict,6,6,0,26,26,2,Female,Asian,,2005,"200,000 and over",No,Yes for both targets.,45,5,,,Yes,0,200,500,1000,1000,1000,1000,200,500,1000,100,1000,1000,1000,1.755,,,64.241,
2025-05-05 11:30:31,True,4,lenient,4,4,0,25,24,1,Female,White,,2005,"200,000 and over",No,Yes but only for accuracy target,30,1 mistake,Too difficult to achieve target(s),,,5,5,10,12,10,20,20,0,0,15,5,20,30,30,18.869,,,,33.531
2025-05-05 11:43:24,True,1,strict,6,6,0,18,18,0,Female,White,,2004,,Yes,,15-20,0,,,,100,200,400,500,600,700,900,100,200,300,400,600,800,1000,19.759,3.016,,,
2025-05-05 11:43:53,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 13:17:56,True,4,lenient,6,6,0,30,30,0,Female,Other,Latina,2005,,No,Yes for both targets.,,,,,,40,50,60,70,80,90,100,10,30,40,20,50,100,100,25.454,,,,49.004
2025-05-05 13:33:07,True,1,strict,5,5,0,28,28,1,Female,Other,multiracial,2005,"200,000 and over",Yes,,"I did not have a specific goal, but as many i could do accurately",0 mistakes,,,,0,0,100,100,100,100,100,0,50,0,0,20,100,150,16.707,11.114,,,
2025-05-05 14:00:20,True,3,lenient,5,5,0,26,26,0,Female,Black,,2005,,No,Yes for both targets.,45,0,,,No,100,500,600,700,800,900,1000,100,300,600,700,800,900,1000,27.693,,,68.579,
2025-05-05 14:32:13,True,3,strict,4,4,0,20,17,3,Male,Asian,,2003,"200,000 and over",No,Yes for both targets.,At least 15,One per set,,,Yes,300,800,1000,1000,1000,1000,1000,200,300,800,1000,1000,1000,1000,7.037,,,42.929,
2025-05-05 14:54:11,False,,,10,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.569,,,,
2025-05-05 16:13:15,True,2,lenient,5,5,1,33,33,0,Male,White,,11/11/2004,"200,000 and over",No,No for both targets,30,0,Too difficult to achieve target(s),,Yes,0,0,0,0,1000,0,0,600,200,150,300,700,100,1000,13.886,,33.996,,
2025-05-05 16:19:40,True,2,lenient,4,4,3,21,20,1,Female,Asian,,2005,"120,000 - 199,999",No,Yes but only for accuracy target,30,4,Too difficult to achieve target(s),,Yes,2,5,15,15,15,20,25,5,15,15,10,10,20,25,48.79,,74.991,,
2025-05-05 16:34:04,True,1,strict,5,5,0,29,29,0,Male,White,,2004,,Yes,,30,0,,,,0,500,750,1000,1000,1000,1000,100,100,500,1000,1000,500,1000,31.107,37.187,,,
2025-05-05 19:52:58,True,1,strict,9,5,9,26,21,16,Male,White,,2004,"75,000 - 119,999",No,,20,15,,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11.004,0.86,,,
2025-05-05 20:54:06,True,4,lenient,5,5,3,23,23,0,Male,White,,2005,"200,000 and over",No,Yes for both targets.,45,0,,,,100,100,500,250,700,500,1000,0,0,200,0,100,250,500,16.956,,,,27.365
2025-05-05 23:36:56,True,2,strict,5,5,0,26,26,1,Male,Asian,,,"200,000 and over",No,Yes for both targets.,30+,0,,,Yes,5,10,10,15,15,15,20,5,10,10,15,30,40,20,41.519,,88.677,,
2025-05-06 07:09:32,True,3,strict,6,6,0,30,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.547,,,15.72,
2025-05-06 07:54:54,True,4,strict,3,3,0,17,17,0,Female,White,,2006,"200,000 and over",No,Yes but only for accuracy target,10,0,,,,40,40,50,50,70,70,50,10,20,50,75,75,75,75,16.637,,,,36.621
2025-05-06 09:03:15,False,3,strict,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.971,,,,
2025-05-06 10:40:08,True,1,strict,4,4,0,20,20,0,Female,White,,2005,"120,000 - 199,999",No,,25,0,,,,500,40,20,40,10,10,1000,30,100,100,50,40,1000,200,5.354,1.626,,,
2025-05-06 12:15:18,True,1,strict,3,3,0,30,30,0,Female,White,,,,No,,,,,,,,,,,,,,,,,,,,,12.509,3.93,,,
2025-05-06 13:48:29,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06 14:16:43,True,2,strict,4,4,0,19,19,2,Male,Asian,,2005,"200,000 and over",Yes,Yes but only for accuracy target,20,4,Too difficult to achieve target(s),,Yes,75,35,30,25,25,20,20,300,400,500,600,600,700,800,16.261,,19.847,,
2025-05-06 14:40:39,True,1,strict,4,4,0,18,18,0,Male,Asian,,2004,"0 - 24,999",No,,As many as possible,0,,,,,,,,,,,,,,,,,,17.993,20.314,,,
2025-05-06 14:41:22,True,4,lenient,4,4,0,23,23,0,Female,Asian,,2006,"200,000 and over",Yes,Yes for both targets.,30,0,,,,20,20,20,20,20,45,40,35,35,35,35,35,35,35,6.917,,,,9.339
2025-05-06 14:49:05,False,3,lenient,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.395,,,33.506,
2025-05-06 15:04:02,True,1,strict,5,5,0,21,21,0,Female,White,,2005,"200,000 and over",Yes,,15,1,,,,15,100,10,50,100,200,200,30,20,20,15,20,20,10,2.319,3.983,,,
2025-05-06 15:31:58,True,2,lenient,6,6,0,29,29,1,Male,White,,2005,"75,000 - 119,999",No,Yes for both targets.,30,0,,,Yes,0,0,0,1000,1000,1000,1000,0,0,0,0,1000,1000,1000,9.114,,14.822,,
2025-05-06 16:19:49,True,3,strict,4,4,0,22,22,0,Female,White,,2006,,No,Yes for both targets.,45,4,,,Yes,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,23.516,,,117.871,
2025-05-06 16:33:02,True,3,strict,5,5,0,19,19,0,Male,White,,2004,"200,000 and over",No,Yes but only for accuracy target,"I didn't really aim; I couldn't tell what the assessment was for, what I needed to do to complete it, and what incentive there was to sacrifice accuracy for speed. ","I was just doing it with no mistakes, so that I won't have to do it again if I break the mistake limit. No aim",Did not care about target(s),,No,0,50,75,100,100,300,200,40,50,220,70,270,300,500,42.342,,,70.46,
2025-05-06 16:33:03,False,3,strict,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.193,,,13.092,
2025-05-06 16:56:49,True,1,strict,6,6,3,25,24,5,Male,Black,,2004,"75,000 - 119,999",No,,30,5,,,,0,200,500,500,700,800,1000,0,400,200,500,700,800,1000,21.333,3.445,,,
2025-05-06 18:45:15,True,4,lenient,5,5,0,31,31,1,Female,Other,Multiracial asian and white,2006,"200,000 and over",No,Yes for both targets.,All,0,,,,100,300,500,1000,1000,1000,1000,100,150,200,500,500,500,500,14244.773,,,,23.248
2025-05-06 19:14:44,True,4,lenient,6,6,1,32,31,3,Male,White,,2004,"200,000 and over",No,Yes for both targets.,45,0,,,,500,500,600,750,1000,1000,1000,400,500,700,600,800,1000,1000,18.593,,,,79.64
2025-05-06 19:35:03,True,1,strict,5,5,0,27,27,0,Female,Asian,,2006,"200,000 and over",No,,"focused on the accuracy ",0,,,,100,100,100,100,200,500,200,,,,,,,,16.536,4.388,,,
2025-05-06 19:48:02,True,2,lenient,5,5,0,21,21,0,Male,Hispanic,,2003,"120,000 - 199,999",No,Yes but only for accuracy target,40,0,Did not care about target(s),,No,50,75,100,125,150,175,200,60,80,100,130,160,180,200,21.868,,66.696,,
2025-05-06 20:07:19,True,4,lenient,5,5,0,22,22,0,Female,Asian,,2005,"200,000 and over",No,Yes for both targets.,20,1,,,,10,30,15,20,25,40,40,10,10,20,20,30,10,50,8.938,,,,14.145
2025-05-06 20:17:35,True,3,strict,4,4,0,26,26,3,Male,Black,,2005,"200,000 and over",No,Yes for both targets.,45,0,,,No,200,250,300,325,350,400,500,200,300,350,400,400,500,1000,14.48,,,48.003,
2025-05-06 20:18:28,True,1,strict,4,4,0,14,12,2,Male,Black,,2003,"200,000 and over",No,,25,0,,,,1000,1000,1000,1000,1000,1000,1000,500,500,500,500,500,500,500,55.542,61.751,,,
2025-05-06 20:21:54,True,2,lenient,5,5,0,32,31,2,Male,Other,Mixed Race White Asian,2006,"120,000 - 199,999",No,Yes for both targets.,Not sure,Not sure,,,No,0,1000,1000,1000,1000,1000,1000,0,0,1000,1000,1000,1000,1000,1.677,,64.525,,
2025-05-06 20:54:12,True,2,lenient,4,4,0,22,22,0,Female,White,,2004,"200,000 and over",No,Yes but only for accuracy target,22,like 5,,,Yes,0,0,1000,1000,1000,1000,1000,-,0,0,0,0,0,1000,7.231,,20.964,,
2025-05-06 21:20:34,False,,,7,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.623,,,,
2025-05-06 21:22:53,False,3,lenient,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.398,,,,
2025-05-06 21:23:48,True,4,lenient,4,3,1,20,20,5,Female,White,,2004,"200,000 and over",No,Yes but only for accuracy target,20,5,Did not care about target(s),,,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,2.846,,,,39.137
2025-05-06 21:41:19,True,2,lenient,6,6,0,27,27,0,Male,Asian,,2005,"200,000 and over",,Yes for both targets.,"as many as possible ",na,,,No,1,1,1,1,1,1,1,10,10,10,10,20,10,10,33.853,,12.055,,
2025-05-06 21:50:09,True,4,lenient,13,3,10,29,29,1,Male,Asian,,2005,"200,000 and over",No,Yes for both targets.,40,0,,,,1,1,1,1,1,1,1,1,1,111,1,1,1,1,2.415,,,,4.267
2025-05-06 22:30:55,True,2,lenient,4,4,0,17,16,4,Female,White,,2005,"200,000 and over",No,Yes but only for accuracy target,I tried to complete the whole 45 but knew that wasn’t possible for me.,I limited myself to 4 mistakes,Too difficult to achieve target(s),,Yes,2,5,9,6,7,8,9,0,30,30,45,50,55,60,11.663,,61.202,,
2025-05-06 22:56:31,False,2,lenient,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.29,,41.816,,
2025-05-06 23:02:36,True,3,lenient,5,5,0,25,25,0,Male,Asian,,2004,"120,000 - 199,999",Yes,Yes for both targets.,12,1,,,Yes,10,100,1000,1000,20,1000,1000,50,50,50,50,50,50,50,1.974,,,28.772,
2025-05-06 23:24:40,True,4,strict,4,4,0,20,20,1,Female,Asian,,2006,"75,000 - 119,999",Yes,Yes for both targets.,all,1,,,,100,150,200,350,300,350,500,50,90,100,100,200,250,300,14.327,,,,17.482
2025-05-07 12:43:04,True,3,strict,6,6,6,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,57.889,,,68.315,
2025-05-07 12:45:17,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07 13:02:59,False,4,lenient,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.624,,,,17.419
2025-05-07 13:34:11,False,1,strict,7,3,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,1.65,,,
2025-05-07 15:05:19,True,1,strict,4,4,0,26,26,1,Female,White,,2006,"120,000 - 199,999",No,,15,0,,,,200,250,300,300,300,300,400,200,250,500,100,200,500,300,4.723,3.239,,,
2025-05-07 17:25:49,True,3,lenient,7,6,1,29,27,3,Male,Asian,,1992,"120,000 - 199,999",No,Yes for both targets.,45,4,,,Yes,0,0,0,0,200,225,250,0,0,0,225,250,300,350,2.37,,,47.921,
2025-05-08 10:47:17,False,3,strict,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.734,,,7.982,
